Well,Transposon,Plasmid,Day,TetConc,Replicate,Sample Name,probe,cycle_at_threshold
E2,B30,p15A_plasmid,1,5,5,A31_plasmid,Cm,20.935
E2,B30,p15A_plasmid,1,5,5,A31_plasmid,Tet,22.974
E3,B30,pUC_plasmid,1,5,5,A18_plasmid,Cm,21.171
E3,B30,pUC_plasmid,1,5,5,A18_plasmid,Tet,16.777
E10,B30,no_plasmid,1,0,5,no_plasmid,Cm,23.026
E10,B30,no_plasmid,1,0,5,no_plasmid,Tet,27.397
E11,B30,p15A_plasmid,1,0,5,A31_plasmid,Cm,22.930
E11,B30,p15A_plasmid,1,0,5,A31_plasmid,Tet,27.196
E12,B30,pUC_plasmid,1,0,5,A18_plasmid,Cm,22.311
E12,B30,pUC_plasmid,1,0,5,A18_plasmid,Tet,26.606
F1,B30,no_plasmid,1,5,6,no_plasmid,Cm,21.629
F1,B30,no_plasmid,1,5,6,no_plasmid,Tet,25.540
F2,B30,p15A_plasmid,1,5,6,A31_plasmid,Cm,19.067
F2,B30,p15A_plasmid,1,5,6,A31_plasmid,Tet,21.889
F3,B30,pUC_plasmid,1,5,6,A18_plasmid,Cm,20.156
F3,B30,pUC_plasmid,1,5,6,A18_plasmid,Tet,16.783
F10,B30,no_plasmid,1,0,6,no_plasmid,Cm,22.939
F10,B30,no_plasmid,1,0,6,no_plasmid,Tet,27.352
F11,B30,p15A_plasmid,1,0,6,A31_plasmid,Cm,22.972
F11,B30,p15A_plasmid,1,0,6,A31_plasmid,Tet,27.384
F12,B30,pUC_plasmid,1,0,6,A18_plasmid,Cm,22.386
F12,B30,pUC_plasmid,1,0,6,A18_plasmid,Tet,26.628
G1,B30,no_plasmid,1,5,7,no_plasmid,Cm,21.817
G1,B30,no_plasmid,1,5,7,no_plasmid,Tet,25.563
G2,B30,p15A_plasmid,1,5,7,A31_plasmid,Cm,19.511
G2,B30,p15A_plasmid,1,5,7,A31_plasmid,Tet,22.647
G3,B30,pUC_plasmid,1,5,7,A18_plasmid,Cm,19.299
G3,B30,pUC_plasmid,1,5,7,A18_plasmid,Tet,17.324
G10,B30,no_plasmid,1,0,7,no_plasmid,Cm,23.562
G10,B30,no_plasmid,1,0,7,no_plasmid,Tet,27.995
G11,B30,p15A_plasmid,1,0,7,A31_plasmid,Cm,22.730
G11,B30,p15A_plasmid,1,0,7,A31_plasmid,Tet,27.066
G12,B30,pUC_plasmid,1,0,7,A18_plasmid,Cm,22.340
G12,B30,pUC_plasmid,1,0,7,A18_plasmid,Tet,26.524
H1,B30,no_plasmid,1,5,8,no_plasmid,Cm,24.128
H1,B30,no_plasmid,1,5,8,no_plasmid,Tet,27.424
H2,B30,p15A_plasmid,1,5,8,A31_plasmid,Cm,19.313
H2,B30,p15A_plasmid,1,5,8,A31_plasmid,Tet,23.176
H3,B30,pUC_plasmid,1,5,8,A18_plasmid,Cm,18.549
H3,B30,pUC_plasmid,1,5,8,A18_plasmid,Tet,17.624
H10,B30,no_plasmid,1,0,8,no_plasmid,Cm,22.789
H10,B30,no_plasmid,1,0,8,no_plasmid,Tet,27.052
H11,B30,p15A_plasmid,1,0,8,A31_plasmid,Cm,22.372
H11,B30,p15A_plasmid,1,0,8,A31_plasmid,Tet,26.592
H12,B30,pUC_plasmid,1,0,8,A18_plasmid,Cm,22.462
H12,B30,pUC_plasmid,1,0,8,A18_plasmid,Tet,26.450
