Well,Transposon,Plasmid,Day,TetConc,Replicate,Sample Name,probe,cycle_at_threshold
E3,B59,pUC_plasmid,2,5,5,A18_plasmid,Cm,21.044
E3,B59,pUC_plasmid,2,5,5,A18_plasmid,Tet,25.342
E10,B59,no_plasmid,2,0,5,no_plasmid,Cm,21.68
E10,B59,no_plasmid,2,0,5,no_plasmid,Tet,25.95
E11,B59,p15A_plasmid,2,0,5,A31_plasmid,Cm,22.337
E11,B59,p15A_plasmid,2,0,5,A31_plasmid,Tet,26.579
E12,B59,pUC_plasmid,2,0,5,A18_plasmid,Cm,23.238
E12,B59,pUC_plasmid,2,0,5,A18_plasmid,Tet,27.414
F1,B59,no_plasmid,2,5,6,no_plasmid,Cm,20.643
F1,B59,no_plasmid,2,5,6,no_plasmid,Tet,24.834
F2,B59,p15A_plasmid,2,5,6,A31_plasmid,Cm,21.647
F2,B59,p15A_plasmid,2,5,6,A31_plasmid,Tet,25.966
F3,B59,pUC_plasmid,2,5,6,A18_plasmid,Cm,20.508
F3,B59,pUC_plasmid,2,5,6,A18_plasmid,Tet,24.898
F10,B59,no_plasmid,2,0,6,no_plasmid,Cm,21.068
F10,B59,no_plasmid,2,0,6,no_plasmid,Tet,25.201
F11,B59,p15A_plasmid,2,0,6,A31_plasmid,Cm,22.303
F11,B59,p15A_plasmid,2,0,6,A31_plasmid,Tet,26.595
F12,B59,pUC_plasmid,2,0,6,A18_plasmid,Cm,22.435
F12,B59,pUC_plasmid,2,0,6,A18_plasmid,Tet,26.512
G1,B59,no_plasmid,2,5,7,no_plasmid,Cm,20.774
G1,B59,no_plasmid,2,5,7,no_plasmid,Tet,24.989
G2,B59,p15A_plasmid,2,5,7,A31_plasmid,Cm,22.002
G2,B59,p15A_plasmid,2,5,7,A31_plasmid,Tet,26.406
G3,B59,pUC_plasmid,2,5,7,A18_plasmid,Cm,19.69
G3,B59,pUC_plasmid,2,5,7,A18_plasmid,Tet,24.122
G10,B59,no_plasmid,2,0,7,no_plasmid,Cm,21.028
G10,B59,no_plasmid,2,0,7,no_plasmid,Tet,25.246
G11,B59,p15A_plasmid,2,0,7,A31_plasmid,Cm,19.657
G11,B59,p15A_plasmid,2,0,7,A31_plasmid,Tet,23.623
G12,B59,pUC_plasmid,2,0,7,A18_plasmid,Cm,21.454
G12,B59,pUC_plasmid,2,0,7,A18_plasmid,Tet,25.468
H1,B59,no_plasmid,2,5,8,no_plasmid,Cm,21.451
H1,B59,no_plasmid,2,5,8,no_plasmid,Tet,25.897
H2,B59,p15A_plasmid,2,5,8,A31_plasmid,Cm,22.412
H2,B59,p15A_plasmid,2,5,8,A31_plasmid,Tet,26.923
H3,B59,pUC_plasmid,2,5,8,A18_plasmid,Cm,19.13
H3,B59,pUC_plasmid,2,5,8,A18_plasmid,Tet,23.463
H10,B59,no_plasmid,2,0,8,no_plasmid,Cm,20.598
H10,B59,no_plasmid,2,0,8,no_plasmid,Tet,24.757
H11,B59,p15A_plasmid,2,0,8,A31_plasmid,Cm,21.309
H11,B59,p15A_plasmid,2,0,8,A31_plasmid,Tet,25.448
H12,B59,pUC_plasmid,2,0,8,A18_plasmid,Cm,22.314
H12,B59,pUC_plasmid,2,0,8,A18_plasmid,Tet,26.315
