Well,Transposon,Plasmid,Day,TetConc,Replicate,Sample Name,probe,cycle_at_threshold
C2,B30,p15A_plasmid,2,5,3,A31_plasmid,Kan,21.121
C2,B30,p15A_plasmid,2,5,3,A31_plasmid,Tet,23.700
C3,B30,pUC_plasmid,2,5,3,A18_plasmid,Cm,22.964
C3,B30,pUC_plasmid,2,5,3,A18_plasmid,Kan,17.287
C3,B30,pUC_plasmid,2,5,3,A18_plasmid,Tet,18.644
C6,B30,no_plasmid,0,0,3,no_plasmid_ancestor,Cm,26.023
C6,B30,no_plasmid,0,0,3,no_plasmid_ancestor,Kan,39.391
C6,B30,no_plasmid,0,0,3,no_plasmid_ancestor,Tet,27.117
C7,B30,p15A_plasmid,0,0,3,A31_plasmid_ancestor,Cm,24.394
C7,B30,p15A_plasmid,0,0,3,A31_plasmid_ancestor,Kan,24.058
C7,B30,p15A_plasmid,0,0,3,A31_plasmid_ancestor,Tet,25.508
C8,B30,pUC_plasmid,0,0,3,A18_plasmid_ancestor,Cm,23.304
C8,B30,pUC_plasmid,0,0,3,A18_plasmid_ancestor,Kan,18.950
C8,B30,pUC_plasmid,0,0,3,A18_plasmid_ancestor,Tet,24.339
C10,B30,no_plasmid,2,0,3,no_plasmid,Cm,24.374
C10,B30,no_plasmid,2,0,3,no_plasmid,Kan,NA
C10,B30,no_plasmid,2,0,3,no_plasmid,Tet,25.743
C11,B30,p15A_plasmid,2,0,3,A31_plasmid,Cm,26.204
C11,B30,p15A_plasmid,2,0,3,A31_plasmid,Kan,24.674
C11,B30,p15A_plasmid,2,0,3,A31_plasmid,Tet,27.515
C12,B30,pUC_plasmid,2,0,3,A18_plasmid,Cm,25.019
C12,B30,pUC_plasmid,2,0,3,A18_plasmid,Kan,20.197
C12,B30,pUC_plasmid,2,0,3,A18_plasmid,Tet,26.144
D1,B30,no_plasmid,2,5,4,no_plasmid,Cm,26.670
D1,B30,no_plasmid,2,5,4,no_plasmid,Kan,NA
D1,B30,no_plasmid,2,5,4,no_plasmid,Tet,26.882
D2,B30,p15A_plasmid,2,5,4,A31_plasmid,Cm,22.179
D2,B30,p15A_plasmid,2,5,4,A31_plasmid,Kan,19.620
D2,B30,p15A_plasmid,2,5,4,A31_plasmid,Tet,22.935
D3,B30,pUC_plasmid,2,5,4,A18_plasmid,Cm,23.264
D3,B30,pUC_plasmid,2,5,4,A18_plasmid,Kan,18.070
D3,B30,pUC_plasmid,2,5,4,A18_plasmid,Tet,19.420
D10,B30,no_plasmid,2,0,4,no_plasmid,Cm,23.167
D10,B30,no_plasmid,2,0,4,no_plasmid,Kan,38.660
D10,B30,no_plasmid,2,0,4,no_plasmid,Tet,24.470
D11,B30,p15A_plasmid,2,0,4,A31_plasmid,Cm,25.295
D11,B30,p15A_plasmid,2,0,4,A31_plasmid,Kan,23.764
D11,B30,p15A_plasmid,2,0,4,A31_plasmid,Tet,26.622
D12,B30,pUC_plasmid,2,0,4,A18_plasmid,Cm,24.919
D12,B30,pUC_plasmid,2,0,4,A18_plasmid,Kan,20.323
D12,B30,pUC_plasmid,2,0,4,A18_plasmid,Tet,25.991
E1,B30,no_plasmid,2,5,5,no_plasmid,Cm,25.983
E1,B30,no_plasmid,2,5,5,no_plasmid,Kan,38.366
E1,B30,no_plasmid,2,5,5,no_plasmid,Tet,26.202
E2,B30,p15A_plasmid,2,5,5,A31_plasmid,Cm,22.425
E2,B30,p15A_plasmid,2,5,5,A31_plasmid,Kan,19.818
E2,B30,p15A_plasmid,2,5,5,A31_plasmid,Tet,22.884
E3,B30,pUC_plasmid,2,5,5,A18_plasmid,Cm,22.328
E3,B30,pUC_plasmid,2,5,5,A18_plasmid,Kan,16.974
E3,B30,pUC_plasmid,2,5,5,A18_plasmid,Tet,18.878
E10,B30,no_plasmid,2,0,5,no_plasmid,Cm,23.185
E10,B30,no_plasmid,2,0,5,no_plasmid,Kan,39.560
E10,B30,no_plasmid,2,0,5,no_plasmid,Tet,24.479
E11,B30,p15A_plasmid,2,0,5,A31_plasmid,Cm,25.830
E11,B30,p15A_plasmid,2,0,5,A31_plasmid,Kan,24.313
E11,B30,p15A_plasmid,2,0,5,A31_plasmid,Tet,27.147
E12,B30,pUC_plasmid,2,0,5,A18_plasmid,Cm,25.693
E12,B30,pUC_plasmid,2,0,5,A18_plasmid,Kan,20.409
E12,B30,pUC_plasmid,2,0,5,A18_plasmid,Tet,26.823
F1,B30,no_plasmid,2,5,6,no_plasmid,Cm,22.939
F1,B30,no_plasmid,2,5,6,no_plasmid,Kan,NA
F1,B30,no_plasmid,2,5,6,no_plasmid,Tet,23.527
F2,B30,p15A_plasmid,2,5,6,A31_plasmid,Cm,21.974
F2,B30,p15A_plasmid,2,5,6,A31_plasmid,Kan,19.273
F2,B30,p15A_plasmid,2,5,6,A31_plasmid,Tet,22.808
F3,B30,pUC_plasmid,2,5,6,A18_plasmid,Cm,24.245
F3,B30,pUC_plasmid,2,5,6,A18_plasmid,Kan,18.451
F3,B30,pUC_plasmid,2,5,6,A18_plasmid,Tet,19.936
F10,B30,no_plasmid,2,0,6,no_plasmid,Cm,22.424
F10,B30,no_plasmid,2,0,6,no_plasmid,Kan,NA
F10,B30,no_plasmid,2,0,6,no_plasmid,Tet,23.769
F11,B30,p15A_plasmid,2,0,6,A31_plasmid,Cm,23.718
F11,B30,p15A_plasmid,2,0,6,A31_plasmid,Kan,22.434
F11,B30,p15A_plasmid,2,0,6,A31_plasmid,Tet,25.065
F12,B30,pUC_plasmid,2,0,6,A18_plasmid,Cm,25.093
F12,B30,pUC_plasmid,2,0,6,A18_plasmid,Kan,19.794
F12,B30,pUC_plasmid,2,0,6,A18_plasmid,Tet,26.272
G1,B30,no_plasmid,2,5,7,no_plasmid,Cm,26.383
G1,B30,no_plasmid,2,5,7,no_plasmid,Kan,NA
G1,B30,no_plasmid,2,5,7,no_plasmid,Tet,26.779
G2,B30,p15A_plasmid,2,5,7,A31_plasmid,Cm,24.755
G2,B30,p15A_plasmid,2,5,7,A31_plasmid,Kan,22.593
G2,B30,p15A_plasmid,2,5,7,A31_plasmid,Tet,24.175
G3,B30,pUC_plasmid,2,5,7,A18_plasmid,Cm,23.297
G3,B30,pUC_plasmid,2,5,7,A18_plasmid,Kan,17.011
G3,B30,pUC_plasmid,2,5,7,A18_plasmid,Tet,19.430
G10,B30,no_plasmid,2,0,7,no_plasmid,Cm,23.676
G10,B30,no_plasmid,2,0,7,no_plasmid,Kan,38.599
G10,B30,no_plasmid,2,0,7,no_plasmid,Tet,25.042
G11,B30,p15A_plasmid,2,0,7,A31_plasmid,Cm,24.412
G11,B30,p15A_plasmid,2,0,7,A31_plasmid,Kan,23.267
G11,B30,p15A_plasmid,2,0,7,A31_plasmid,Tet,25.731
G12,B30,pUC_plasmid,2,0,7,A18_plasmid,Cm,24.356
G12,B30,pUC_plasmid,2,0,7,A18_plasmid,Kan,19.645
G12,B30,pUC_plasmid,2,0,7,A18_plasmid,Tet,25.458
H1,B30,no_plasmid,2,5,8,no_plasmid,Cm,25.852
H1,B30,no_plasmid,2,5,8,no_plasmid,Kan,37.329
H1,B30,no_plasmid,2,5,8,no_plasmid,Tet,26.201
H2,B30,p15A_plasmid,2,5,8,A31_plasmid,Cm,23.970
H2,B30,p15A_plasmid,2,5,8,A31_plasmid,Kan,22.047
H2,B30,p15A_plasmid,2,5,8,A31_plasmid,Tet,23.306
H3,B30,pUC_plasmid,2,5,8,A18_plasmid,Cm,22.255
H3,B30,pUC_plasmid,2,5,8,A18_plasmid,Kan,17.090
H3,B30,pUC_plasmid,2,5,8,A18_plasmid,Tet,18.625
H10,B30,no_plasmid,2,0,8,no_plasmid,Cm,22.212
H10,B30,no_plasmid,2,0,8,no_plasmid,Kan,NA
H10,B30,no_plasmid,2,0,8,no_plasmid,Tet,23.438
H11,B30,p15A_plasmid,2,0,8,A31_plasmid,Cm,25.453
H11,B30,p15A_plasmid,2,0,8,A31_plasmid,Kan,23.990
H11,B30,p15A_plasmid,2,0,8,A31_plasmid,Tet,26.642
H12,B30,pUC_plasmid,2,0,8,A18_plasmid,Cm,24.465
H12,B30,pUC_plasmid,2,0,8,A18_plasmid,Kan,19.705
H12,B30,pUC_plasmid,2,0,8,A18_plasmid,Tet,25.477
