Well,Transposon,Plasmid,Day,TetConc,Replicate,Sample Name,probe,cycle_at_threshold
E2,B59,p15A_plasmid,1,5,5,A31_plasmid,Tet,27.128
E3,B59,pUC_plasmid,1,5,5,A18_plasmid,Cm,20.447
E3,B59,pUC_plasmid,1,5,5,A18_plasmid,Tet,25.120
E10,B59,no_plasmid,1,0,5,no_plasmid,Cm,21.453
E10,B59,no_plasmid,1,0,5,no_plasmid,Tet,25.937
E11,B59,p15A_plasmid,1,0,5,A31_plasmid,Cm,22.191
E11,B59,p15A_plasmid,1,0,5,A31_plasmid,Tet,26.560
E12,B59,pUC_plasmid,1,0,5,A18_plasmid,Cm,20.578
E12,B59,pUC_plasmid,1,0,5,A18_plasmid,Tet,24.914
F1,B59,no_plasmid,1,5,6,no_plasmid,Cm,20.872
F1,B59,no_plasmid,1,5,6,no_plasmid,Tet,25.178
F2,B59,p15A_plasmid,1,5,6,A31_plasmid,Cm,21.734
F2,B59,p15A_plasmid,1,5,6,A31_plasmid,Tet,26.402
F3,B59,pUC_plasmid,1,5,6,A18_plasmid,Cm,20.690
F3,B59,pUC_plasmid,1,5,6,A18_plasmid,Tet,25.334
F10,B59,no_plasmid,1,0,6,no_plasmid,Cm,21.979
F10,B59,no_plasmid,1,0,6,no_plasmid,Tet,26.398
F11,B59,p15A_plasmid,1,0,6,A31_plasmid,Cm,22.431
F11,B59,p15A_plasmid,1,0,6,A31_plasmid,Tet,26.839
F12,B59,pUC_plasmid,1,0,6,A18_plasmid,Cm,18.685
F12,B59,pUC_plasmid,1,0,6,A18_plasmid,Tet,22.982
G1,B59,no_plasmid,1,5,7,no_plasmid,Cm,21.046
G1,B59,no_plasmid,1,5,7,no_plasmid,Tet,25.392
G2,B59,p15A_plasmid,1,5,7,A31_plasmid,Cm,21.468
G2,B59,p15A_plasmid,1,5,7,A31_plasmid,Tet,25.978
G3,B59,pUC_plasmid,1,5,7,A18_plasmid,Cm,20.684
G3,B59,pUC_plasmid,1,5,7,A18_plasmid,Tet,25.343
G10,B59,no_plasmid,1,0,7,no_plasmid,Cm,21.075
G10,B59,no_plasmid,1,0,7,no_plasmid,Tet,25.558
G11,B59,p15A_plasmid,1,0,7,A31_plasmid,Cm,21.048
G11,B59,p15A_plasmid,1,0,7,A31_plasmid,Tet,25.404
G12,B59,pUC_plasmid,1,0,7,A18_plasmid,Cm,18.367
G12,B59,pUC_plasmid,1,0,7,A18_plasmid,Tet,22.560
H1,B59,no_plasmid,1,5,8,no_plasmid,Cm,19.824
H1,B59,no_plasmid,1,5,8,no_plasmid,Tet,23.983
H2,B59,p15A_plasmid,1,5,8,A31_plasmid,Cm,21.009
H2,B59,p15A_plasmid,1,5,8,A31_plasmid,Tet,25.387
H3,B59,pUC_plasmid,1,5,8,A18_plasmid,Cm,19.796
H3,B59,pUC_plasmid,1,5,8,A18_plasmid,Tet,24.287
H10,B59,no_plasmid,1,0,8,no_plasmid,Cm,20.459
H10,B59,no_plasmid,1,0,8,no_plasmid,Tet,24.780
H11,B59,p15A_plasmid,1,0,8,A31_plasmid,Cm,21.089
H11,B59,p15A_plasmid,1,0,8,A31_plasmid,Tet,25.462
H12,B59,pUC_plasmid,1,0,8,A18_plasmid,Cm,18.969
H12,B59,pUC_plasmid,1,0,8,A18_plasmid,Tet,23.117
